VENTOR_0,1761552384.305087,0x001,4,312.37 m/s²
VENTOR_1,1761552384.305087,0x001,4,133.82 rad/s
VENTOR_2,1761552384.305087,0x001,4,358.40 m/s²
VENTOR_3,1761552384.305087,0x001,4,298.29 rad/s
APPS_RANGE_ERROR,1761552384.318273,0x18FF1515,1,TRUE state
SAFETY_OK,1761552384.318273,0x18FF1515,1,TRUE state
BRAKE,1761552384.318273,0x18FF1515,1,0 state
VCU_STATE,1761552384.318273,0x18FF1515,1,0 state
APS_PERC,1761552384.318273,0x18FF1515,1,85.33 %
UNDER_VOLTAGE,1761552384.332787,0x19B50007,1,TRUE logic
OVER_VOLTAGE,1761552384.332787,0x19B50007,1,TRUE logic
DISCHARGE_OVER_CURRENT,1761552384.332787,0x19B50007,1,FALSE logic
CHARGE_OVER_CURRENT,1761552384.332787,0x19B50007,1,TRUE logic
CELL_MODULE_OVERHEAT,1761552384.332787,0x19B50007,1,TRUE logic
LEAKAGE,1761552384.332787,0x19B50007,1,FALSE logic
NO_CELL_COMMUNICATION,1761552384.332787,0x19B50007,1,TRUE logic
LOW_VOLTAGE_W,1761552384.332787,0x19B50007,1,TRUE logic
HIGH_CURRENT_W,1761552384.332787,0x19B50007,1,TRUE logic
HIGH_TEMPERATURE_W,1761552384.332787,0x19B50007,1,FALSE logic
CELL_OVERHEAT,1761552384.332787,0x19B50007,1,TRUE logic
NO_CURRENT_SENSOR,1761552384.332787,0x19B50007,1,FALSE logic
PACK_UNDER_VOLTAGE,1761552384.332787,0x19B50007,1,TRUE logic
VALIDITY,1761552384.332787,0x19B50007,1,24 state
CTRLDCU B0,1761552384.348166,0x18FF1280,1,0 state
SETP_DCLINKTOLERANCE B0,1761552384.348166,0x18FF1280,1,244.00 V
SETP_MOTPOWER B0,1761552384.348166,0x18FF1280,1,23 %
SETP_GENPOWER B0,1761552384.348166,0x18FF1280,1,121 %
SETP_SPEED B0,1761552384.348166,0x18FF1280,1,32149 rpm
SETP_TORQUE B0,1761552384.348166,0x18FF1280,1,9076.60 Nm
FLUID_TEMP_1,1761552384.363194,0x410,2,10.50 ºC
FLUID_TEMP_2,1761552384.363194,0x410,2,40.00 ºC
FLUID_TEMP_3,1761552384.363194,0x410,2,51.50 ºC
FRONT_RIGHT_SUSPENSION,1761552384.363194,0x410,2,30.98 %
BACK_RIGHT_SUSPENSION,1761552384.378449,0x402,2,63.14 %
ARREF_L_FLUID_PRESS,1761552384.378449,0x402,2,2.50 kPA
UNDER_VOLTAGE,1761552384.39339,0x19B70007,1,FALSE logic
OVER_VOLTAGE,1761552384.39339,0x19B70007,1,FALSE logic
DISCHARGE_OVER_CURRENT,1761552384.39339,0x19B70007,1,TRUE logic
CHARGE_OVER_CURRENT,1761552384.39339,0x19B70007,1,TRUE logic
CELL_MODULE_OVERHEAT,1761552384.39339,0x19B70007,1,TRUE logic
LEAKAGE,1761552384.39339,0x19B70007,1,TRUE logic
NO_CELL_COMMUNICATION,1761552384.39339,0x19B70007,1,FALSE logic
LOW_VOLTAGE_W,1761552384.39339,0x19B70007,1,FALSE logic
HIGH_CURRENT_W,1761552384.39339,0x19B70007,1,TRUE logic
HIGH_TEMPERATURE_W,1761552384.39339,0x19B70007,1,TRUE logic
VALIDITY,1761552384.39339,0x19B70007,1,34 state
CELL_OVERHEAT,1761552384.39339,0x19B70007,1,FALSE logic
NO_CURRENT_SENSOR,1761552384.39339,0x19B70007,1,TRUE logic
PACK_UNDER_VOLTAGE,1761552384.39339,0x19B70007,1,TRUE logic
VCELL_8,1761552384.409038,0x19B50101,1,1.30 V
VCELL_9,1761552384.409038,0x19B50101,1,1.90 V
VCELL_10,1761552384.409038,0x19B50101,1,1.77 V
VCELL_11,1761552384.409038,0x19B50101,1,1.37 V
VCELL_12,1761552384.409038,0x19B50101,1,0.22 V
VCELL_13,1761552384.409038,0x19B50101,1,1.18 V
VCELL_14,1761552384.409038,0x19B50101,1,1.01 V
VCELL_15,1761552384.409038,0x19B50101,1,1.99 V
BACK_RIGHT_SUSPENSION,1761552384.424904,0x402,2,44.71 %
ARREF_L_FLUID_PRESS,1761552384.424904,0x402,2,15.00 kPA
DEVICESTATE M13,1761552384.4408,0x18FF00F7,1,2 state
ERRORLAMP M13,1761552384.4408,0x18FF00F7,1,2 state
DEVICENUMBER M13,1761552384.4408,0x18FF00F7,1,1 state
CLAMP15_STATUS M13,1761552384.4408,0x18FF00F7,1,3 state
PRECHARGED M13,1761552384.4408,0x18FF00F7,1,2 state
STATUS_ BIT_FLEX_IN_OUT_SIGNAL1 M13,1761552384.4408,0x18FF00F7,1,1 state
STATUS_ BIT_FLEX_IN_OUT_SIGNAL2 M13,1761552384.4408,0x18FF00F7,1,1 state
ERROR CODE  M13,1761552384.4408,0x18FF00F7,1,64499 state
ACT_DCBUSVOLTAGE M13,1761552384.4408,0x18FF00F7,1,472.00 V
ACT_DCBUSPOWER M13,1761552384.4408,0x18FF00F7,1,180.16 kw
ACT_DEVICETEMPERATURE M13,1761552384.4408,0x18FF00F7,1,80 °C
ACT_INVERTERSTATUS B0,1761552384.766616,0x18FF02EA,1,1 state
ACT_INVERTERREADY B0,1761552384.766616,0x18FF02EA,1,0 state
ACT_ERRORSTATUS B0,1761552384.766616,0x18FF02EA,1,3 state
ACT_SPEED B0,1761552384.766616,0x18FF02EA,1,64691 rpm
ACT_TORQUE B0,1761552384.766616,0x18FF02EA,1,10420.20 Nm
ACT_POWER B0,1761552384.766616,0x18FF02EA,1,79.53 kw
ACT_MOTORTEMPERATURE B0,1761552384.766616,0x18FF02EA,1,63 °C
ACT_INVERTERSTATUS B0,1761552384.782167,0x18FF02EA,1,3 state
ACT_INVERTERREADY B0,1761552384.782167,0x18FF02EA,1,2 state
ACT_ERRORSTATUS B0,1761552384.782167,0x18FF02EA,1,0 state
ACT_SPEED B0,1761552384.782167,0x18FF02EA,1,32056 rpm
ACT_TORQUE B0,1761552384.782167,0x18FF02EA,1,12509.20 Nm
ACT_POWER B0,1761552384.782167,0x18FF02EA,1,57.87 kw
ACT_MOTORTEMPERATURE B0,1761552384.782167,0x18FF02EA,1,173 °C
TORQUE 0A,1761552384.797914,0x18FF0DEA,1,2649.80 Nm
RPM 0A,1761552384.797914,0x18FF0DEA,1,12131.00 RPM
TORQUE 0B,1761552384.797914,0x18FF0DEA,1,2989.80 Nm
RPM 0B,1761552384.797914,0x18FF0DEA,1,1739.00 RPM
TCELL_24,1761552384.813772,0x19B50803,1,93 °C
TCELL_25,1761552384.813772,0x19B50803,1,217 °C
TCELL_26,1761552384.813772,0x19B50803,1,6 °C
TCELL_27,1761552384.813772,0x19B50803,1,158 °C
TCELL_28,1761552384.813772,0x19B50803,1,222 °C
TCELL_29,1761552384.813772,0x19B50803,1,197 °C
TCELL_30,1761552384.813772,0x19B50803,1,208 °C
TCELL_31,1761552384.813772,0x19B50803,1,148 °C
UNDER_VOLTAGE,1761552384.829012,0x19B70007,1,FALSE logic
OVER_VOLTAGE,1761552384.829012,0x19B70007,1,FALSE logic
DISCHARGE_OVER_CURRENT,1761552384.829012,0x19B70007,1,FALSE logic
CHARGE_OVER_CURRENT,1761552384.829012,0x19B70007,1,TRUE logic
CELL_MODULE_OVERHEAT,1761552384.829012,0x19B70007,1,FALSE logic
LEAKAGE,1761552384.829012,0x19B70007,1,FALSE logic
NO_CELL_COMMUNICATION,1761552384.829012,0x19B70007,1,FALSE logic
LOW_VOLTAGE_W,1761552384.829012,0x19B70007,1,FALSE logic
HIGH_CURRENT_W,1761552384.829012,0x19B70007,1,FALSE logic
HIGH_TEMPERATURE_W,1761552384.829012,0x19B70007,1,FALSE logic
VALIDITY,1761552384.829012,0x19B70007,1,141 state
CELL_OVERHEAT,1761552384.829012,0x19B70007,1,FALSE logic
NO_CURRENT_SENSOR,1761552384.829012,0x19B70007,1,TRUE logic
PACK_UNDER_VOLTAGE,1761552384.829012,0x19B70007,1,FALSE logic
VCELL_64,1761552384.845306,0x19B50108,1,0.91 V
VCELL_65,1761552384.845306,0x19B50108,1,2.52 V
VCELL_66,1761552384.845306,0x19B50108,1,0.42 V
VCELL_67,1761552384.845306,0x19B50108,1,1.58 V
VCELL_68,1761552384.845306,0x19B50108,1,2.10 V
VCELL_69,1761552384.845306,0x19B50108,1,2.06 V
VCELL_70,1761552384.845306,0x19B50108,1,2.18 V
VCELL_71,1761552384.845306,0x19B50108,1,1.35 V
DEVICESTATE M13,1761552384.86138,0x18FF00F7,1,1 state
ERRORLAMP M13,1761552384.86138,0x18FF00F7,1,1 state
DEVICENUMBER M13,1761552384.86138,0x18FF00F7,1,1 state
CLAMP15_STATUS M13,1761552384.86138,0x18FF00F7,1,0 state
PRECHARGED M13,1761552384.86138,0x18FF00F7,1,2 state
