names,timestamp,id_can,prioridade,dado
VENTOR_LINEAR_ACC_X,1771303076.9943728,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303076.9943728,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303076.9943728,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303076.9943728,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303076.9944336,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303076.9944336,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303076.9944336,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303076.9944336,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303077.0043795,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303077.0043795,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303077.0043795,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303077.0043795,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303077.0044305,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303077.0044305,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303077.0044305,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303077.0044305,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303077.014487,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303077.014487,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303077.014487,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303077.014487,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303077.0145617,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303077.0145617,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303077.0145617,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303077.0145617,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303077.0245688,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303077.0245688,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303077.0245688,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303077.0245688,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303077.0246422,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303077.0246422,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303077.0246422,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303077.0246422,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303077.0347023,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303077.0347023,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303077.0347023,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303077.0347023,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303077.034764,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303077.034764,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303077.034764,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303077.034764,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303077.0448058,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303077.0448058,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303077.0448058,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303077.0448058,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303077.044883,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303077.044883,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303077.044883,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303077.044883,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303077.055159,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303077.055159,0x001,3,0.00 rad/s
