names,timestamp,id_can,prioridade,dado
VENTOR_LINEAR_ACC_X,1771304003.708635,0x001,3,-6600.00 m/s²
VENTOR_ANGULAR_SPEED_X,1771304003.708635,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771304003.708635,0x001,3,-3600.00 m/s²
VENTOR_ANGULAR_SPEED_Y,1771304003.708635,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771304003.7086897,0x002,4,97900.00 m/s²
VENTOR_ANGULAR_SPEED_Z,1771304003.7086897,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771304003.7086897,0x002,4,200000.00 km/h
VENTOR_LINEAR_SPEED_Y,1771304003.7086897,0x002,4,200000.00 km/h
VENTOR_LINEAR_ACC_X,1771304003.7186937,0x001,3,-6500.00 m/s²
VENTOR_ANGULAR_SPEED_X,1771304003.7186937,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771304003.7186937,0x001,3,-3600.00 m/s²
VENTOR_ANGULAR_SPEED_Y,1771304003.7186937,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771304003.718747,0x002,4,97900.00 m/s²
VENTOR_ANGULAR_SPEED_Z,1771304003.718747,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771304003.718747,0x002,4,200000.00 km/h
VENTOR_LINEAR_SPEED_Y,1771304003.718747,0x002,4,200000.00 km/h
VENTOR_LINEAR_ACC_X,1771304003.7287889,0x001,3,-6600.00 m/s²
VENTOR_ANGULAR_SPEED_X,1771304003.7287889,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771304003.7287889,0x001,3,-3600.00 m/s²
VENTOR_ANGULAR_SPEED_Y,1771304003.7287889,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771304003.7288427,0x002,4,97900.00 m/s²
VENTOR_ANGULAR_SPEED_Z,1771304003.7288427,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771304003.7288427,0x002,4,200000.00 km/h
VENTOR_LINEAR_SPEED_Y,1771304003.7288427,0x002,4,200000.00 km/h
VENTOR_LINEAR_ACC_X,1771304003.7388725,0x001,3,-6600.00 m/s²
VENTOR_ANGULAR_SPEED_X,1771304003.7388725,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771304003.7388725,0x001,3,-3600.00 m/s²
VENTOR_ANGULAR_SPEED_Y,1771304003.7388725,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771304003.7389195,0x002,4,97900.00 m/s²
VENTOR_ANGULAR_SPEED_Z,1771304003.7389195,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771304003.7389195,0x002,4,200000.00 km/h
VENTOR_LINEAR_SPEED_Y,1771304003.7389195,0x002,4,200000.00 km/h
VENTOR_LINEAR_ACC_X,1771304003.7489803,0x001,3,-6600.00 m/s²
VENTOR_ANGULAR_SPEED_X,1771304003.7489803,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771304003.7489803,0x001,3,-3600.00 m/s²
VENTOR_ANGULAR_SPEED_Y,1771304003.7489803,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771304003.749025,0x002,4,97900.00 m/s²
VENTOR_ANGULAR_SPEED_Z,1771304003.749025,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771304003.749025,0x002,4,200000.00 km/h
VENTOR_LINEAR_SPEED_Y,1771304003.749025,0x002,4,200000.00 km/h
VENTOR_LINEAR_ACC_X,1771304003.759057,0x001,3,-6600.00 m/s²
VENTOR_ANGULAR_SPEED_X,1771304003.759057,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771304003.759057,0x001,3,-3600.00 m/s²
VENTOR_ANGULAR_SPEED_Y,1771304003.759057,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771304003.7591035,0x002,4,97900.00 m/s²
VENTOR_ANGULAR_SPEED_Z,1771304003.7591035,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771304003.7591035,0x002,4,200000.00 km/h
VENTOR_LINEAR_SPEED_Y,1771304003.7591035,0x002,4,200000.00 km/h
VENTOR_LINEAR_ACC_X,1771304003.7691634,0x001,3,-6600.00 m/s²
VENTOR_ANGULAR_SPEED_X,1771304003.7691634,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771304003.7691634,0x001,3,-3600.00 m/s²
VENTOR_ANGULAR_SPEED_Y,1771304003.7691634,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771304003.769216,0x002,4,97900.00 m/s²
VENTOR_ANGULAR_SPEED_Z,1771304003.769216,0x002,4,0.00 rad/s
