names,timestamp,id_can,prioridade,dado
VENTOR_LINEAR_ACC_X,1771303467.3569777,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303467.3569777,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303467.3569777,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303467.3569777,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303467.357036,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303467.357036,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303467.357036,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303467.357036,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303467.3675706,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303467.3675706,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303467.3675706,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303467.3675706,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303467.3676238,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303467.3676238,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303467.3676238,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303467.3676238,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303467.3776648,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303467.3776648,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303467.3776648,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303467.3776648,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303467.3777218,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303467.3777218,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303467.3777218,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303467.3777218,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303467.387746,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303467.387746,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303467.387746,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303467.387746,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303467.3877988,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303467.3877988,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303467.3877988,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303467.3877988,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303467.3978376,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303467.3978376,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303467.3978376,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303467.3978376,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303467.397915,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303467.397915,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303467.397915,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303467.397915,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303467.4079278,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303467.4079278,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Y,1771303467.4079278,0x001,3,654.99 m/s²
VENTOR_ANGULAR_SPEED_Y,1771303467.4079278,0x001,3,0.00 rad/s
VENTOR_LINEAR_ACC_Z,1771303467.4080133,0x002,4,9.79 m/s²
VENTOR_ANGULAR_SPEED_Z,1771303467.4080133,0x002,4,0.00 rad/s
VENTOR_LINEAR_SPEED_X,1771303467.4080133,0x002,4,20.00 km/h
VENTOR_LINEAR_SPEED_Y,1771303467.4080133,0x002,4,20.00 km/h
VENTOR_LINEAR_ACC_X,1771303467.4180167,0x001,3,654.70 m/s²
VENTOR_ANGULAR_SPEED_X,1771303467.4180167,0x001,3,0.00 rad/s
