TCELL_24,1761548772.423524,0x19B50803,1,167 °C
TCELL_25,1761548772.423524,0x19B50803,1,147 °C
TCELL_26,1761548772.423524,0x19B50803,1,240 °C
TCELL_27,1761548772.423524,0x19B50803,1,228 °C
TCELL_28,1761548772.423524,0x19B50803,1,32 °C
TCELL_29,1761548772.423524,0x19B50803,1,227 °C
TCELL_30,1761548772.423524,0x19B50803,1,62 °C
TCELL_31,1761548772.423524,0x19B50803,1,204 °C
VCELL_72,1761548772.527169,0x19B50109,1,1.10 V
VCELL_73,1761548772.527169,0x19B50109,1,2.28 V
VCELL_74,1761548772.527169,0x19B50109,1,0.05 V
VCELL_75,1761548772.527169,0x19B50109,1,1.30 V
VCELL_76,1761548772.527169,0x19B50109,1,0.21 V
VCELL_77,1761548772.527169,0x19B50109,1,2.53 V
VCELL_78,1761548772.527169,0x19B50109,1,0.09 V
VCELL_79,1761548772.527169,0x19B50109,1,2.22 V
VCELL_72,1761548773.159832,0x19B50109,1,1.07 V
VCELL_73,1761548773.159832,0x19B50109,1,0.49 V
VCELL_74,1761548773.159832,0x19B50109,1,1.37 V
VCELL_75,1761548773.159832,0x19B50109,1,0.03 V
VCELL_76,1761548773.159832,0x19B50109,1,0.49 V
VCELL_77,1761548773.159832,0x19B50109,1,1.61 V
VCELL_78,1761548773.159832,0x19B50109,1,2.29 V
VCELL_79,1761548773.159832,0x19B50109,1,1.62 V
ACT_INVERTERSTATUS B13,1761548773.264819,0x18FF02F7,1,3 state
ACT_INVERTERREADY B13,1761548773.264819,0x18FF02F7,1,1 state
ACT_ERRORSTATUS B13,1761548773.264819,0x18FF02F7,1,1 state
ACT_SPEED B13,1761548773.264819,0x18FF02F7,1,48976 rpm
ACT_TORQUE B13,1761548773.264819,0x18FF02F7,1,7084.00 Nm
ACT_POWER B13,1761548773.264819,0x18FF02F7,1,57.95 kw
ACT_MOTORTEMPERATURE B13,1761548773.264819,0x18FF02F7,1,76 °C
TCELL_0,1761548773.370065,0x19B50800,1,172 °C
TCELL_1,1761548773.370065,0x19B50800,1,159 °C
TCELL_2,1761548773.370065,0x19B50800,1,53 °C
TCELL_3,1761548773.370065,0x19B50800,1,52 °C
TCELL_4,1761548773.370065,0x19B50800,1,212 °C
TCELL_5,1761548773.370065,0x19B50800,1,38 °C
TCELL_6,1761548773.370065,0x19B50800,1,194 °C
TCELL_7,1761548773.370065,0x19B50800,1,19 °C
