names,timestamp,id_can,prioridade,dado
IMD,1771294760.9953592,0x103,3,TRUE
BMS,1771294760.9953592,0x103,3,FALSE
BSPD,1771294760.9953592,0x103,3,FALSE
SAFETY_OK,1771294760.9953592,0x103,3,FALSE
GENERAL ERROR,1771294760.9953592,0x103,3,FALSE
PRE_CHARGE_TIME_EXCEEDED,1771294760.9953592,0x103,3,FALSE
BMS_TIMEOUT,1771294760.9953592,0x103,3,FALSE
IMD,1771294761.095452,0x103,3,TRUE
BMS,1771294761.095452,0x103,3,FALSE
BSPD,1771294761.095452,0x103,3,FALSE
SAFETY_OK,1771294761.095452,0x103,3,FALSE
GENERAL ERROR,1771294761.095452,0x103,3,FALSE
PRE_CHARGE_TIME_EXCEEDED,1771294761.095452,0x103,3,FALSE
BMS_TIMEOUT,1771294761.095452,0x103,3,FALSE
UNDER_VOLTAGE,1771294761.097434,0x19B50007,1,FALSE logic
OVER_VOLTAGE,1771294761.097434,0x19B50007,1,FALSE logic
DISCHARGE_OVER_CURRENT,1771294761.097434,0x19B50007,1,FALSE logic
CHARGE_OVER_CURRENT,1771294761.097434,0x19B50007,1,FALSE logic
CELL_MODULE_OVERHEAT,1771294761.097434,0x19B50007,1,FALSE logic
LEAKAGE,1771294761.097434,0x19B50007,1,FALSE logic
NO_CELL_COMMUNICATION,1771294761.097434,0x19B50007,1,FALSE logic
LOW_VOLTAGE_W,1771294761.097434,0x19B50007,1,FALSE logic
HIGH_CURRENT_W,1771294761.097434,0x19B50007,1,FALSE logic
HIGH_TEMPERATURE_W,1771294761.097434,0x19B50007,1,FALSE logic
CELL_OVERHEAT,1771294761.097434,0x19B50007,1,FALSE logic
NO_CURRENT_SENSOR,1771294761.097434,0x19B50007,1,FALSE logic
PACK_UNDER_VOLTAGE,1771294761.097434,0x19B50007,1,FALSE logic
VALIDITY,1771294761.097434,0x19B50007,1,39 state
IMD,1771294761.1956952,0x103,3,TRUE
BMS,1771294761.1956952,0x103,3,FALSE
BSPD,1771294761.1956952,0x103,3,FALSE
SAFETY_OK,1771294761.1956952,0x103,3,FALSE
GENERAL ERROR,1771294761.1956952,0x103,3,FALSE
PRE_CHARGE_TIME_EXCEEDED,1771294761.1956952,0x103,3,FALSE
BMS_TIMEOUT,1771294761.1956952,0x103,3,FALSE
VCELL_0,1771294761.2134476,0x19B50100,1,2.00 V
VCELL_0,1771294761.2139986,0x19B50100,1,3.96 V
VCELL_1,1771294761.2139986,0x19B50100,1,3.95 V
VCELL_2,1771294761.2139986,0x19B50100,1,3.95 V
VCELL_3,1771294761.2139986,0x19B50100,1,3.95 V
VCELL_4,1771294761.2139986,0x19B50100,1,3.96 V
VCELL_5,1771294761.2139986,0x19B50100,1,3.95 V
VCELL_6,1771294761.2139986,0x19B50100,1,3.95 V
VCELL_7,1771294761.2139986,0x19B50100,1,3.95 V
VCELL_8,1771294761.23048,0x19B50101,1,3.95 V
VCELL_9,1771294761.23048,0x19B50101,1,3.95 V
VCELL_10,1771294761.23048,0x19B50101,1,3.96 V
VCELL_11,1771294761.23048,0x19B50101,1,3.95 V
VCELL_12,1771294761.23048,0x19B50101,1,3.95 V
VCELL_13,1771294761.23048,0x19B50101,1,3.95 V
VCELL_14,1771294761.23048,0x19B50101,1,3.95 V
VCELL_15,1771294761.23048,0x19B50101,1,3.95 V
VCELL_16,1771294761.2464604,0x19B50102,1,3.95 V
VCELL_17,1771294761.2464604,0x19B50102,1,3.96 V
VCELL_18,1771294761.2464604,0x19B50102,1,3.95 V
VCELL_19,1771294761.2464604,0x19B50102,1,3.95 V
VCELL_20,1771294761.2464604,0x19B50102,1,3.96 V
VCELL_21,1771294761.2464604,0x19B50102,1,3.97 V
VCELL_22,1771294761.2464604,0x19B50102,1,3.95 V
VCELL_23,1771294761.2464604,0x19B50102,1,3.95 V
TORQUE 0A,1771294761.2735233,0x18FF0DEA,1,-6390.00 Nm
RPM 0A,1771294761.2735233,0x18FF0DEA,1,-32000.00 RPM
TORQUE 0B,1771294761.2735233,0x18FF0DEA,1,-6399.80 Nm
RPM 0B,1771294761.2735233,0x18FF0DEA,1,-32000.00 RPM
TORQUE 13A,1771294761.2738204,0x18FF0EF7,1,-6000.00 Nm
RPM 13A,1771294761.2738204,0x18FF0EF7,1,-32000.00 RPM
TORQUE 13B,1771294761.2738204,0x18FF0EF7,1,-6400.00 Nm
RPM 13B,1771294761.2738204,0x18FF0EF7,1,-32000.00 RPM
APPS_RANGE_ERROR,1771294761.2740202,0x18FF1515,1,TRUE state
SAFETY_OK,1771294761.2740202,0x18FF1515,1,FALSE state
BRAKE,1771294761.2740202,0x18FF1515,1,0 state
VCU_STATE,1771294761.2740202,0x18FF1515,1,0 state
APS_PERC,1771294761.2740202,0x18FF1515,1,76800.00 %
VCELL_24,1771294761.2784302,0x19B50103,1,3.95 V
VCELL_25,1771294761.2784302,0x19B50103,1,3.96 V
VCELL_26,1771294761.2784302,0x19B50103,1,3.95 V
VCELL_27,1771294761.2784302,0x19B50103,1,3.95 V
VCELL_28,1771294761.2784302,0x19B50103,1,3.97 V
VCELL_29,1771294761.2784302,0x19B50103,1,3.95 V
VCELL_30,1771294761.2784302,0x19B50103,1,3.95 V
VCELL_31,1771294761.2784302,0x19B50103,1,3.95 V
IMD,1771294761.2954848,0x103,3,TRUE
BMS,1771294761.2954848,0x103,3,FALSE
BSPD,1771294761.2954848,0x103,3,FALSE
SAFETY_OK,1771294761.2954848,0x103,3,FALSE
GENERAL ERROR,1771294761.2954848,0x103,3,FALSE
PRE_CHARGE_TIME_EXCEEDED,1771294761.2954848,0x103,3,FALSE
BMS_TIMEOUT,1771294761.2954848,0x103,3,FALSE
VCELL_32,1771294761.2959173,0x19B50104,1,3.94 V
VCELL_33,1771294761.2959173,0x19B50104,1,3.95 V
VCELL_34,1771294761.2959173,0x19B50104,1,3.95 V
VCELL_35,1771294761.2959173,0x19B50104,1,3.95 V
VCELL_36,1771294761.2959173,0x19B50104,1,3.95 V
VCELL_37,1771294761.2959173,0x19B50104,1,3.95 V
VCELL_38,1771294761.2959173,0x19B50104,1,3.95 V
VCELL_39,1771294761.2959173,0x19B50104,1,3.96 V
UNDER_VOLTAGE,1771294761.306576,0x19B50007,1,FALSE logic
OVER_VOLTAGE,1771294761.306576,0x19B50007,1,FALSE logic
DISCHARGE_OVER_CURRENT,1771294761.306576,0x19B50007,1,FALSE logic
CHARGE_OVER_CURRENT,1771294761.306576,0x19B50007,1,FALSE logic
CELL_MODULE_OVERHEAT,1771294761.306576,0x19B50007,1,FALSE logic
LEAKAGE,1771294761.306576,0x19B50007,1,FALSE logic
NO_CELL_COMMUNICATION,1771294761.306576,0x19B50007,1,FALSE logic
LOW_VOLTAGE_W,1771294761.306576,0x19B50007,1,FALSE logic
HIGH_CURRENT_W,1771294761.306576,0x19B50007,1,FALSE logic
HIGH_TEMPERATURE_W,1771294761.306576,0x19B50007,1,FALSE logic
CELL_OVERHEAT,1771294761.306576,0x19B50007,1,FALSE logic
NO_CURRENT_SENSOR,1771294761.306576,0x19B50007,1,FALSE logic
PACK_UNDER_VOLTAGE,1771294761.306576,0x19B50007,1,FALSE logic
