names,timestamp,id_can,prioridade,dado
VENTOR_LINEAR_ACC_X,1771301492.4592137,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.4592137,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.4592137,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.4592137,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.459282,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.459282,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.459282,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.459282,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.469284,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.469284,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.469284,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.469284,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.4693491,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.4693491,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.4693491,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.4693491,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.4794028,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.4794028,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.4794028,0x001,3,6549800.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.4794028,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.4794662,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.4794662,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.4794662,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.4794662,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.4895105,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.4895105,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.4895105,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.4895105,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.4895697,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.4895697,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.4895697,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.4895697,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.4996572,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.4996572,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.4996572,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.4996572,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.4997256,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.4997256,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.4997256,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.4997256,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.5099142,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.5099142,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.5099142,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.5099142,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.5099998,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.5099998,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.5099998,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.5099998,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.519993,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.519993,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.519993,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.519993,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.520046,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.520046,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.520046,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.520046,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.5301347,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.5301347,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.5301347,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.5301347,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.5311303,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.5311303,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.5311303,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.5311303,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.5411358,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.5411358,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.5411358,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.5411358,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.5411892,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.5411892,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.5411892,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.5411892,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.551236,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.551236,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.551236,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.551236,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.5513282,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.5513282,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.5513282,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.5513282,0x002,4,52000.00 Linear speed in y
VENTOR_LINEAR_ACC_X,1771301492.5613375,0x001,3,6547000.00 Linear acceleration in x
VENTOR_ANGULAR_SPEED_X,1771301492.5613375,0x001,3,0.00 Angular speed in x
VENTOR_LINEAR_ACC_Y,1771301492.5613375,0x001,3,6549900.00 Linear acceleration in y
VENTOR_ANGULAR_SPEED_Y,1771301492.5613375,0x001,3,0.00 Angular speed in y
VENTOR_LINEAR_ACC_Z,1771301492.5614226,0x002,4,97900.00 Linear acceleration in z
VENTOR_ANGULAR_SPEED_Z,1771301492.5614226,0x002,4,0.00 Angular speed in z
VENTOR_LINEAR_SPEED_X,1771301492.5614226,0x002,4,200000.00 Linear speed in x
VENTOR_LINEAR_SPEED_Y,1771301492.5614226,0x002,4,52000.00 Linear speed in y
